Customer_ID,Company_Name,Integration_Complete,Plan,Acquisition_Channel,Onboarding_Completed,Logins_Per_Month,Support_Tickets_Used,LTV_Estimate,Months_Active,is_churned,Churn_Month,Churn_Reason,NPS_Score,Random_Metric_1,Random_Metric_2,Random_Metric_3,Random_Metric_4,Random_Metric_5,Random_Metric_6,Random_Metric_7,Random_Metric_8,Random_Metric_9,Random_Metric_10,Random_Metric_11,Random_Metric_12,Random_Metric_13,Random_Metric_14,Random_Metric_15,Random_Metric_16,Random_Metric_17,Random_Metric_18,Random_Metric_19,Random_Metric_20,Random_Metric_21,Random_Metric_22,Random_Metric_23,Random_Metric_24,Random_Metric_25
C0011,Company_11,Yes,Starter,Paid Ads,Yes,71,0,35.942678710231654,27,1,27,Too expensive,2,-506.3971235342792,-320.91728449703265,-161.2003576771465,-95.46254870207066,-261.529982356219,470.17627353032594,-557.7532841467508,130.6065360333737,-966.3790445170829,-125.06160291837718,-639.0609451954209,-235.53728771326746,386.1137722685613,703.4895690046025,-98.52971855740043,-740.351996949157,517.8863903236063,-414.50409197247103,940.4530031315885,255.14715781202614,31.372586966928374,77.44216185667085,-254.09752180835835,-230.3014901077685,467.12961571219444
C0012,Company_12,No,Professional,Organic,No,22,15,405.2247970982676,1,1,1,Bad support,4,-1404.9705401119577,-91.86959618273461,-597.0154008540006,194.24007924625022,799.5498724037872,-268.8560655260956,26.697720995126165,175.33324884758557,528.1523247783397,-19.351363250894654,-155.6112103026009,33.26226532872261,206.33027517983314,-61.20245200776376,625.0821504119546,556.5338838668526,-343.09727604240317,1058.7477367528957,-197.19158138881164,-370.06237459379594,409.83653477264875,-257.18722385490014,466.2932273040024,-134.91454660999779,-190.22862680101312
C0013,Company_13,No,Starter,Referral,Yes,77,0,268.4859257873459,12,1,12,Missing features,7,21.87013723828261,383.1400983860977,648.6243933456092,244.42707446731794,-40.07411581185186,11.346425403338516,-65.85545269602356,1132.3373252923789,273.05057247402664,306.9934134795657,-350.50504856749154,618.761911568434,573.5604489845815,488.9311031992621,57.194403702074325,781.96457690314,-661.7169880349558,137.23522935973196,-134.88723640632114,658.0643491955824,323.49983953745254,505.2580041613223,486.00851721921805,-294.933501569532,633.7557529461565
C0014,Company_14,Yes,Enterprise,Paid Ads,Yes,116,0,7073.243126107481,24,1,24,Bad support,8,651.1744277478816,607.1331648788677,1228.1971938899878,892.5981726951574,360.8910193271489,-442.9507396802392,493.1187515672189,-3.3327880963479384,-142.37256534005547,-523.0352820195385,-685.557262779108,784.4774534894628,-489.20156851727955,661.7819829144319,-861.6999138520142,-1145.0063439830221,-379.23924762168684,778.9422389886284,-808.4798859732523,-573.9066576776492,-163.18016869766592,-752.1494750999663,-361.5206494088011,436.2501900058301,-92.85135585674088
C0015,Company_15,Yes,Enterprise,Outbound,Yes,103,0,6543.984537130767,12,1,12,Too expensive,4,-392.15621671334895,212.80295995891706,318.6602544192917,444.92298190959013,569.522184634727,-272.34582408061857,1026.748736975438,261.3270265107156,-353.857137593744,-158.77084006339922,651.895855202068,452.5105823368423,259.16009416810954,659.8987835726157,-86.07535764584077,828.6742993242065,151.63698632738695,311.71224656961704,-233.87315475406126,-945.4933591633651,520.175391300419,921.5488883358887,-277.2124638519442,719.2423409546585,436.6856100369582
C0016,Company_16,Yes,Professional,Paid Ads,Yes,87,0,1383.388023504198,52,0,0,Still Active,2,1379.7439447263623,-698.9718259425938,-42.71041813873458,-110.38314970636019,-339.7464047149736,306.6217708583254,845.275365895735,744.0560719283774,964.2098331173438,-146.09550780971492,-371.1011839132022,876.6806306071841,-619.0015857280088,-629.4048357461918,153.43615310532343,679.3092223474574,365.5807105436438,1178.097653797566,-33.5276641720593,149.93779544883824,116.76781204652607,553.3251624863985,381.4848289018409,-753.2001524883483,-112.97595093714902
C0017,Company_17,Yes,Starter,Paid Ads,Yes,14,1,51.58581316934855,1,1,1,Bad support,1,793.1889036403036,417.7658248309128,-380.0341724085349,406.4313701241709,310.97314249189094,746.9977396369857,-511.4187326780334,75.85302247992786,1161.947357202558,546.7724454861083,-98.14507246857418,-167.39028547538302,-138.4226803085864,-1472.481161482188,-766.8741146138199,-74.31604025784769,892.0216178551196,-481.56942261340197,-36.156713336187536,399.58217043391306,-25.610271015569904,-845.4675964324912,704.4839533106664,-392.06729947679577,-169.4695180801651
C0018,Company_18,Yes,Starter,Paid Ads,Yes,26,0,121.5984164659137,1,1,1,Bad support,1,90.88808276463928,28.93408269203448,230.91730605255935,475.12415169295156,378.592407933896,311.751653117259,126.6799322628377,-258.2886889680877,-46.40511469077533,158.32230115282016,96.58958072462727,398.39232859721034,270.59260924565075,377.54050385032053,-720.461028809066,327.49531066891444,-502.4707255062606,-156.85933526483652,941.4507971162725,365.1981763067804,-4.04289907709903,706.924374042129,-64.80918017616017,-1023.2714848405711,859.7471014243724
C0019,Company_19,Yes,Professional,Paid Ads,Yes,75,19,648.3717975065017,1,1,1,Too expensive,2,-455.5409108556417,-451.24138341439476,418.3663816999122,1122.4829393707037,-673.7389131020948,252.91829146346788,487.1902389547991,299.18920969369816,-119.11777401803806,158.41206969589507,471.4937515495394,-409.42327039306537,-165.88172382927456,101.25775774247916,6.206940219433266,1008.643779958967,-183.37213624287193,-155.2123349315475,392.4980503951612,-503.7989673231032,-482.7779256284803,142.49945702270762,-3.525692110369688,163.25281860124508,452.380197305476
C0020,Company_20,Yes,Enterprise,Referral,Yes,47,21,2124.6627467813664,28,1,28,Bad support,4,-698.5489406398118,273.1968101747336,103.44657574781974,21.43337688905956,261.5296483401244,1374.5351028437535,434.2265048494332,-242.50365735487665,664.3730779723371,141.62824048920967,-384.31696223485795,1565.562224218924,916.626910602802,240.20804471854066,602.2944761662543,712.9849189118052,916.3519936123736,191.41380791486745,569.5044230161153,172.9879538350253,-383.21496052984963,-928.6910484688545,-245.2727246243012,202.43369774771412,162.93365748858386
C0021,Company_21,Yes,Professional,Outbound,Yes,50,0,1050.219416931541,24,1,24,Too expensive,1,43.15816240544798,666.9197593235587,547.7189614967023,58.542473501644245,-76.95486212251765,380.28275556458266,1257.2089795770762,699.6701111451853,-23.001250953804263,-772.3076042402466,343.74458044194404,150.07353134746998,-74.01792986163753,145.83504950183672,415.6951618559657,347.042233870879,-694.7446739262795,162.87348113293618,100.06017023899382,-730.5835737145084,-426.54568398859936,-830.7757809914173,715.8309036421656,-374.85827250726567,-620.1876821167588
C0022,Company_22,Yes,Enterprise,Referral,No,136,19,4361.838216557435,1,1,1,Missing features,10,134.06032342439963,103.35947399859734,856.9448438520324,756.149648141104,910.0917464656943,-366.8105136315896,-9.911115990464797,357.3596245277473,391.7273127767159,903.6405932201451,-15.48984021283304,502.0534655194084,500.3942285408619,-69.61964804652885,92.77841956023862,-216.86759679632505,209.69520134122388,294.42478352200965,-250.54270246682168,274.6018742480267,-1091.6057484005937,386.23800054637456,428.3554819983662,-118.35706172601493,319.05685120649025
C0023,Company_23,Yes,Starter,Outbound,No,40,0,148.11367360868485,36,0,0,Still Active,8,-2.193557063221113,561.6663458946305,-529.8441003283434,-899.2603381332709,533.059757759666,-741.6396630065443,139.046163688622,-330.53066788755683,379.0075628166968,-362.4692063053365,-404.037153190468,-781.232453867317,-32.26416156821205,386.2919690837553,-326.3218809018929,-105.0674676004218,-862.0522940661048,169.97938097799462,1189.4476797009736,144.4087962185778,270.99152898379793,-446.2601775475301,-457.47342367961363,328.99590888122276,617.6888521647224
C0024,Company_24,Yes,Enterprise,Paid Ads,Yes,28,17,2938.015076768749,60,1,60,Bad support,3,634.661560146321,331.1980172202974,247.0246508595371,-2.318990836376411,319.5383679567662,289.57487251860147,1220.4196371532257,-523.588980119356,118.66238319351415,545.0379347600738,610.2539058034745,490.6672729560556,165.83350830515855,269.4714628398272,-350.66048846513723,449.65394878087346,-73.79108651050815,378.67880162888514,49.53852679829942,371.69594033613294,-408.90321965071763,-337.4838719361013,930.4386995153436,876.0682688293967,201.56489934155792
C0025,Company_25,Yes,Professional,Organic,Yes,59,3,1664.254712566076,22,0,0,Still Active,5,848.5410481201101,337.652147413338,-851.6659997116122,447.16658684202827,-920.6641157700933,-603.2604868331327,309.9584407829435,178.17434995024058,182.5494677852161,-12.586056556227678,1139.2280349640052,156.84961951488359,-82.51567391676676,47.59800770431419,424.55894418972434,370.90887294351137,1083.0915091459028,-141.9353452834266,422.23758545742953,494.4767858899037,-106.4220357135926,152.62999069691946,1825.2773935403227,-269.84944842057945,117.63269317391087
C0026,Company_26,No,Starter,Referral,Yes,47,5,317.4730322585435,15,1,15,Bad support,2,336.3369457767616,-52.74347552631817,-307.0244024124171,623.6064124778786,322.49300170032507,-400.72828682440087,-198.54812694669337,227.7491719025227,284.79690775239123,-205.72563362148946,201.97124543545715,332.05245009702816,188.57274117140807,114.46893560664172,199.09310941214136,680.9554575148837,374.6212124795155,333.78781585436343,-373.7669037475512,366.3777581670927,-50.928609466904476,352.8965157094656,-799.8087607181484,154.7286368418142,202.22076304212104
C0027,Company_27,Yes,Professional,Organic,Yes,30,2,644.4335037081269,12,0,0,Still Active,8,363.23298662727547,509.3482694136705,459.9319789750708,-1004.6757426279905,-280.48700237391625,251.65075920748038,-387.3961635247828,-522.3749072140264,-444.2918984864128,621.8517576568545,-204.48461345445176,106.7860910123254,963.3239773541912,408.44763908055484,527.2031120419016,-622.4087056626065,762.3829862970705,1507.504816281153,-485.3070360109082,-565.6407278363268,-393.21924230961895,206.3397469934721,274.4507150030964,372.9608412985781,324.1039610461758
C0028,Company_28,Yes,Professional,Referral,No,147,23,1831.1690359184663,13,1,13,Bad support,10,-57.77763109614798,557.0894227151496,76.59746230651545,-569.1337857192965,536.7642360348582,619.9612437859971,204.53730878844968,492.8720239797824,-239.86609042906446,-496.84016298955413,-267.8517179094882,40.10141627464509,871.5788717885389,-197.09011873631462,702.0001761769296,322.4795955607847,372.89675274133066,102.25271945730424,847.9107643656587,-154.74885413985126,-82.57888012536083,-353.2271735807218,-673.2177888308136,998.6052772430897,-183.97640147556262
C0029,Company_29,Yes,Enterprise,Paid Ads,Yes,121,0,7630.384299852964,60,0,0,Still Active,10,97.54096246668745,496.3339201068868,-705.4492097832602,-1146.3451106670013,20.04132121278323,-42.84746756041181,633.3023444849802,432.62528165127077,212.88063057216803,-454.536536261824,503.212652609985,-54.07428711295898,-143.58436266217012,-455.8587629244298,-127.01728598993733,459.6428792540603,364.4240159621113,-622.1427707769385,316.2517670714218,-469.5441860027228,139.91497938408332,-274.96614233986287,-48.26964448384744,301.0222659651085,96.33279348908478
C0030,Company_30,Yes,Professional,Referral,Yes,50,14,681.5374781421633,1,1,1,Missing features,1,305.8167267036751,-56.89336836187467,624.9555820051991,536.4695052627616,-159.54297001010107,-503.06807026634954,626.8813250449087,270.7814069876436,-127.13962285656098,178.73809078423022,106.76022627159243,55.17121104464136,-14.50266549875604,-463.56774834497537,320.05951397783866,-21.099392903475213,-715.9713487126186,-213.5521342556556,-11.22664972712902,-1170.3304073129239,-247.69466149101606,-430.31467488042625,-633.4953948840972,1054.5413557538252,169.11973510411386
C0031,Company_31,Yes,Enterprise,Paid Ads,Yes,21,21,2942.9954322122626,1,1,1,Missing features,3,-58.369081383065605,592.539884744304,-171.61689469081952,202.22834402554906,-118.30895529802416,26.77478069687533,-336.0746197696211,478.9039614547472,1488.6763054584092,193.62369080938885,-431.1632443413501,834.1376292286442,125.41956648403004,-154.2828963516196,386.0728551405591,1291.0034770273962,1132.5739583029047,-129.7659898760692,5.683718536039059,471.91034067100793,-358.15873597714113,215.2017696419496,835.1467115236098,-620.6924914051648,580.980213640628
C0032,Company_32,Yes,Starter,Referral,Yes,49,15,206.37337675693388,60,0,0,Still Active,10,430.42358539972463,293.1572524047561,525.4436143790701,809.5069110787872,-85.10993059914665,-36.04407735473775,151.6391430204727,-394.8567889597093,166.28924975403902,509.75040871826627,-746.5948440982175,-83.69164471077355,421.0435245375384,842.222159624926,-248.7056162945701,-332.320923016639,915.2109659057156,-342.9340613133721,-417.5542039703899,418.35757631931136,-204.9545823901282,189.92982558417455,-84.01583656266895,305.9655025734519,-965.1723912884046
C0033,Company_33,Yes,Enterprise,Paid Ads,Yes,48,39,7538.779698180442,23,1,23,Bad support,2,-428.0878576188941,-386.162730713532,356.3409873674912,114.58371982209452,-573.6138286569662,158.8467672823421,-125.42269917610818,-365.7176450550631,-769.0975200242708,458.279406690557,290.6071725284693,1229.391876759759,1027.242676017919,166.38470584518467,-222.50245705280062,71.89976302903978,-273.13785694156894,161.11013833628525,-180.5299905552241,-362.94808007986813,575.8061597745583,299.16607047286357,605.4262204318354,-34.61749106624008,594.6343695362186
C0034,Company_34,No,Starter,Paid Ads,No,85,0,351.55844464740534,60,0,0,Still Active,7,-266.1011426499132,-90.74614213997334,-316.5638905369618,1220.4920263220906,-508.00901448562274,-501.2484162757037,26.031700198110943,-29.864558695541643,-1306.9721590339927,65.32240044792202,-532.6663698774349,130.68844886121042,742.9713593539401,-239.5099648484739,461.3768359897927,465.47183938498654,865.7280331443698,499.5024906519366,312.8582289876315,-292.4141843648785,-183.87042146269775,192.00148688798612,186.12963988338086,87.74890548898219,-662.4280645246992
C0035,Company_35,No,Enterprise,Outbound,Yes,46,19,970.1157069047866,26,0,0,Still Active,7,-423.4565481718928,-165.20448711481592,534.4530589153057,-371.5151727965224,-67.7418423898665,-318.57464015542615,552.7851978009054,-217.22129471590472,510.5300678196423,152.23325491515504,-101.28343253214021,799.9835148802371,-33.37866919403965,201.15139117041898,100.8669757120527,531.7496444418808,632.1047090527102,-550.0798655011808,122.82499052154431,83.51600498345734,183.92734355138793,156.43648546718916,952.0779631380127,-507.53933825936446,-223.47452338675132
C0036,Company_36,No,Professional,Paid Ads,Yes,70,3,810.7643722398568,1,1,1,Too expensive,8,-234.31105698773305,-893.948439755765,259.3083200997295,-83.56956805583887,877.568339025407,611.7789316873517,75.04179448887183,351.0801260131628,170.6315406427398,27.366201259187243,914.3566764860138,671.9630528776296,301.503901190905,-422.1453165375998,-336.441112051865,-22.68427671529626,426.91524570591145,-747.1610908158422,476.4061306150665,-174.99198432855326,-150.33513481737384,546.7119500481551,-505.1210595387585,711.2933426211471,101.28906612604406
C0037,Company_37,Yes,Enterprise,Outbound,No,86,23,4501.40765303988,52,0,0,Still Active,10,-43.642112645001625,601.7065250891701,187.5238416344258,306.4152228482311,457.23160000546335,480.62524983971116,426.2362727196829,502.7582087561031,820.3402645589765,808.9210970661009,-315.5693809651079,-681.7184406132526,212.86156882585166,7.083018980032047,-309.56509920015344,-23.593993601730997,206.32130994706068,1336.9947209285028,-1270.3715844151209,650.3661067297966,46.747375408734186,148.7568627585631,-996.7156613427586,390.98327369772204,464.22527274855514
C0038,Company_38,Yes,Enterprise,Paid Ads,Yes,3,4,4107.8710349870635,22,0,0,Still Active,4,614.5455683436622,1650.5933588415087,-134.07561201785944,-256.3768948539421,502.00239691091934,682.0436111857599,441.21375123068395,-251.743607831843,-221.99972142098548,-391.0261551701802,626.8412778994107,-575.9338337161037,-202.88327890365719,-105.21075169145,-541.915721114418,449.35797395063486,49.68849799816782,-368.84351382811764,187.15016402825387,-92.67894289116616,523.7870089413466,541.9162001077513,-189.30242569760594,206.66307638308297,655.1453500165208
C0039,Company_39,Yes,Starter,Organic,Yes,73,0,84.26303494194963,21,1,21,Missing features,5,120.71609097849618,704.1739509404678,-451.36201973971646,308.5830149114192,698.6140513948837,-825.246926035049,-205.48539544976106,-333.90200563897315,39.70559003104438,115.82290092678406,-410.6016701163566,-239.11538660361367,606.7721570765626,-561.6395834185481,-79.12739404751154,332.14578515922943,970.080484839496,806.7150319293401,489.91667289293844,-321.74973365459965,-348.88169558187616,-96.25294379131678,-86.86641942463179,-756.7261557107272,-231.3952033942529
C0040,Company_40,Yes,Professional,Paid Ads,Yes,101,24,1723.5161768709695,39,1,39,Bad support,10,-542.1538658925425,181.42966230961179,-109.34003190251543,44.67365852372583,240.55779049835766,-343.0652914979026,714.4669130085041,527.3989575203803,239.60668346245794,484.7623101993346,537.3440871005084,-671.8418526556126,-1157.0086379405832,646.6152674317592,-414.45369095300055,146.05076153126063,167.46452557979063,480.5705363015527,-1003.077369247496,315.62991707371395,1214.042804517191,-293.2713249082839,-696.4146309615918,556.6979364548156,404.7356556710564
C0041,Company_41,Yes,Enterprise,Organic,Yes,115,0,5469.369466808559,55,0,0,Still Active,4,-600.980233620113,-157.90936531453718,-120.22417332550728,15.538864219158407,-128.33804895517406,595.4546382592521,-447.6182103000985,-390.9947899214959,22.46976174998223,654.9850161421759,387.56886861491245,-106.53109299990064,603.0646795775236,-88.31331392590761,151.11204946910357,-829.9590946580239,336.12173051637023,-201.7836298981434,-417.00338106316536,-354.65041243000854,278.5795156216194,700.391755483507,314.6322610103765,-232.37067367011676,-322.7453800059042
C0042,Company_42,Yes,Professional,Organic,No,90,0,1682.5705674181154,60,1,60,Too expensive,10,-107.99876445879673,-362.54187161456616,525.8094843663545,37.358541044592876,-105.491887996334,396.1659467967077,-531.7020555600451,-42.778440753136614,-18.870903717633315,-233.86636739019337,344.08929941506096,114.05897779924385,305.9342988955318,80.78275920598404,1240.605173495724,173.86091983693538,928.5008234716405,-293.90090817313387,-623.0226019625337,453.3400963234178,201.96912756344676,-134.86728371800547,290.89277266161656,-292.0064968473349,-464.23959711600105
C0043,Company_43,Yes,Enterprise,Paid Ads,Yes,81,0,6893.653521570865,60,0,0,Still Active,10,517.2005149889493,175.32268940937956,-724.4922790247169,452.7000149869976,-312.86941389495684,303.6528077210766,-138.75546890250726,-404.9402531893737,462.79937569310147,-385.2630254553522,-204.32953258887107,424.30473339446473,-803.2294150830824,448.4070147195069,330.17587189988177,907.6354533494826,681.3845646340998,-202.2693509931373,748.264235875451,70.6853849396468,-424.44051984530216,45.3056799126917,766.6567059507464,-653.7964887226713,885.4542049840376
C0044,Company_44,No,Enterprise,Organic,No,89,14,6028.7875203816275,40,0,0,Still Active,5,801.4884723973199,584.1532566299841,835.357444983429,-71.44519080598496,505.5040517738436,-81.19407442031257,-387.5420365992533,-195.9293025062588,-316.88976732627145,-520.7217592315457,418.44422257988737,190.28820728883943,-420.88422848693494,275.8924012446768,633.5545202138749,394.72241872512865,-517.5230336698336,-120.99145308900972,136.04718332684897,555.4203937887419,425.1383067267104,-313.70839752308535,617.4117544737691,-66.58894592887907,862.5615742376583
C0045,Company_45,Yes,Professional,Outbound,Yes,72,25,901.787427447363,20,1,20,Too expensive,1,-695.3824984680964,-237.29122610412497,862.7977087775348,-459.9734309132116,-368.12220454686553,-210.08563777583674,402.6520463904689,-653.1902075304123,367.8404117685774,-71.47752296243615,287.2902670022871,102.61989230363015,-932.9415619454841,138.60125874049177,300.3189265985924,-287.87309935375987,-192.20522071427902,409.6270577167758,170.56778747928516,598.9707691547936,931.8563782461813,1093.6236593472258,-149.5340367467185,-176.52876107360734,-52.559358666797515
C0046,Company_46,Yes,Enterprise,Referral,No,26,6,4949.2829142874925,34,0,0,Still Active,1,286.17623223502954,1382.130088775275,-220.50190126184785,133.58449811718845,1145.1718243680173,116.1154829484957,1381.749934064135,741.0875798085299,1014.2541215070559,227.09026208913772,1043.9715468590653,611.8706450265298,948.3880981332827,-19.02241251655471,-724.6542636342195,-629.3526671533308,-311.168374302528,-596.3502328933977,667.2336007334984,-552.079216581808,-277.74450177528485,-665.3418217964955,-478.6072380830013,770.8299539652369,-602.5862512394509
C0047,Company_47,Yes,Professional,Paid Ads,Yes,5,24,355.715586984497,60,0,0,Still Active,2,-100.9362307379624,-591.9965663576174,800.7869053357565,-216.9579232783037,-351.4541829255337,-124.25612247050205,664.032628694635,606.154423695239,927.569066899874,-136.09022804193157,-207.97707221468096,544.9415877091917,-395.8212400969766,464.0956758815528,163.2759859408457,579.3878590569751,322.530864805677,740.929335208573,44.59717287161059,132.75188667327728,-401.97520006295036,591.3130384203067,-757.1788809840115,-401.88405593271835,-457.2846786170569
C0048,Company_48,Yes,Enterprise,Organic,No,44,0,5443.55577022011,28,1,28,Missing features,3,-62.11039246175815,212.24910242660005,-402.7909435427177,-399.60588229641013,711.4522793537149,364.05576091502246,-308.4942736709387,-303.5184289256063,-802.9384978738194,449.6009167744214,742.995587729387,1053.9206232221964,555.0983948792039,96.3908063186783,-241.32992687619168,-129.88401784380628,-141.07022485620013,-219.58474721053565,-224.92709263937215,76.83644940700647,123.50327993645156,-830.454230555606,1.3070637324737815,-259.4277370907093,656.2284803312738
C0049,Company_49,Yes,Starter,Paid Ads,Yes,39,0,78.54085849788495,60,0,0,Still Active,5,-432.12093945476346,135.1471742694488,663.5627734201104,-765.4930565568052,714.1503318720379,118.56520662481542,-399.0035905157282,331.52987806462727,-144.89066330864193,67.22144964202487,-350.31448249552903,193.31192204374767,572.9416544776115,172.09222452525742,-312.2329517566512,767.6183948631444,-91.0236058570754,-631.633433601568,185.6028721661219,42.58593079632994,-405.1025416999233,-89.0715361879959,-7.400966403454159,-195.17830065033323,309.63390292868644
C0050,Company_50,Yes,Professional,Outbound,No,124,0,1400.6512814157238,60,0,0,Still Active,10,-10.031623726455196,103.31321020554468,-309.82952714986266,565.5661135438522,412.17692491914477,-385.57776548776525,588.7348293475887,-617.8590170553008,245.28589304607303,404.75140611948314,-19.397532099899923,-1105.4890992738415,39.664577742707884,656.439667222975,-13.257057890282024,756.1685807779536,-17.22908263410112,192.5306783711835,315.11235888562976,679.7978026861227,-125.61528959859275,470.12786656942137,292.60068717182764,-309.46783430495395,-432.6761777129683
